RECIPE TITLE,TOTAL COOKING TIME,PREPARATION TIME,COOKING TIME,RECIPE SERVINGS,LEVEL,INGREDIENTS,RECIPE LINK
Kashmiri Halwa Recipe,45 mins,15 mins,30 mins,2.0,Easy,"['1 Cup oats', '1/2 cup grain sugar', '2 cup milk', '4 tsp desi ghee', '1 tsp green cardamom powder', 'Few saffron threads', 'Few cashew nuts, almonds and raisins']",https://food.ndtv.com/recipe-kashmiri-halwa-952516
Kashmiri Roti Recipe,25 mins,15 mins,10 mins,2.0,Easy,"['2 Cups All-purpose flour', '1 tbsp Instant yeast', '2 tbsp Ghee (melted)', '1/2 cup Lukewarm water', '1 tbsp Yogurt', '1/4 tsp Salt', '3/4 tsp Sugar', '1/2 tsp Baking Soda']",https://food.ndtv.com/recipe-kashmiri-roti-955291
Keema Kaleji Recipe,40 mins,10 mins,30 mins,2.0,Medium,"['250 Gram Minced mutton (lamb)', '250 Gram Lamb liver (cut into small pieces)', '4 Medium Onion, chopped', '10 cloves  Garlic', '1  Ginger', '1 Tbsp Cumin seeds', '2 Tbsp Coriander powder', '1 Tbsp Black pepper', '4 Small Cardamom', '3-4  Cloves', '1/2  Cinnamon', '1/2 tsp Shahi jeera', 'To taste Red chilli powder', 'To taste Salt', '2  Tomatoes, finely chopped', '1 Tbsp Curd', '2  Bay leaf', 'To garnish  Coriander leaves, chopped', '2 tsp Desi ghee', '2 1/2 Tbsp Cooking oil']",https://food.ndtv.com/recipe-keema-kaleji-952553
Keema Naan Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['For Dough :', '2 cups Maida', '1 tsp salt', '1 tsp sugar', '1 cups curd', '5-6 tbsp neutral oil', 'Water as required', 'For Keema :', '1 cups minced mutton', '1/2 cups onions , chopped', '1 tbsp ginger garlic paste', '1 tsp red chilli powder', '1/2 tsp haldi', '1/2 tsp cumin powder', '1/2 tsp coriander powder', '1/2 tsp garam masala', 'coriander leaves']",https://food.ndtv.com/recipe-keema-naan-956184
Keema Samosa with Yogurt Dip Recipe,1 hr 15 mins,15 mins,1 hr,10.0,Intermediate,"['50 Gram Onion', '5 gram Whole garam masalas', '250 gram Keema', '1 tbsp Hung curd', '10 gram Ginger-garlic paste', '250 gram Refined flour', '1 tbsp Garam masala', '4-5 gram Ginger, chopped', '15-20 gram Dry Fruits']",https://food.ndtv.com/recipe-keema-samosa-with-yogurt-dip-98694
Keerai Molagootal Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1 tsp oil', '2 tsp urad dal', '3  whole red chillies', '1/2 cup grated coconut', '1 tsp cumin seeds', '1/2 cup toor dal', '3 cups spinach (palak), finely chopped', '1/2 tsp turmeric powder (haldi)', 'Salt to taste', 'For tempering:', '2 tsp coconut oil', '1 tsp mustard seeds', '2 tsp split urad dal', 'whole red chillies']",https://food.ndtv.com/recipe-keerai-molagootal-957947
Keerai Vadai (Spinach Vada) Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1/2 Cup chana dal', '2 Tbsp toor dal', '1 Tbsp rice', '1 Cup spinach', 'A handful of coriander leaves, chopped', 'A handful of curry leaves', '2 green chillies', '1-inch ginger, chopped', '1 tsp fennel seeds', 'A pinch of hing', 'Oil, for frying', 'Salt, to taste']",https://food.ndtv.com/recipe-keerai-vadai-spinach-vada-958353
Kerala Chicken Roast Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4.0,Medium,"['For the marination:', 'Chicken', '1/4 tsp Turmeric powder', '1/4 tsp Chilli powder', '1/4 tsp Coriander powder', '1 tsp Vinegar/lemon juice', '5  Garlic cloves', '3-5  Green chillies', 'to taste Salt', 'For roasting:', '3 medium Onions', '1 large Tomato (pureed), blanched', '2  Green chillies (slit)', '3 sprigs  Curry leaves', '1/4 tsp Garam masala powder', '1/4 tsp Pepper powder', '1  Lemon (juiced)', 'Oil']",https://food.ndtv.com/recipe-kerala-chicken-roast-321121
Kerala Egg Curry Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['4  Boiled Eggs', '1  Chopped Onion', '1 tbsp Ginger Garlic Paste', '2  Tomatoes', '1/2 tsp Red Chilli Powder', '1/2 tsp Pepper', '1/2 tsp Turmeric Powder', '1/2 tsp Garam Masala', 'Salt as per taste']",https://food.ndtv.com/recipe-kerala-egg-curry-956008
Kerala Fried Prawns Recipe,45 mins,10 mins,35 mins,4.0,Easy,"['200 gms Fresh prawns', '1 tsp Turmeric powder', '1 tsp Pepper', '4 tbsp Coconut oil', '1 tsp Mustard seeds', '8-10  Curry leaves', '1 tsp Red chilli powder', '1 tsp Red chillies, chopped', '1 small Onion', '1  Lemon', '1 bunch Coriander, small']",https://food.ndtv.com/recipe-kerala-fried-prawns-252573
Kerala Roast Chicken Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['1 Kg Chicken', '5 tsp Coriander powder', '3 tsp Chilli powder', '1/4 tsp Turmeric powder', '1 tsp Pepper powder', 'As per taste  Salt', '2 tsp Garam masala', '4 tsp Ginger paste', '4 tsp Garlic paste', '4  Tomatoes', '3 large Onions', '6  Green chillies', '3 tbsp Soya sauce', '4 tbsp Oil', '10-13  Curry leaves']",https://food.ndtv.com/recipe-kerala-roast-chicken-558889
Kerala Vegetable Stew Recipe,55 mins,15 mins,40 mins,4.0,Easy,"['4 Cups mixed vegetables (potatoes, carrots, cauliflower, French beans), chopped', '2 medium onions, sliced', '4 tbsp oil', '4  Whole green cardamoms', '4  Whole cloves', '1 inch  Cinnamon stick', '2  Green chillies (slit)', '2 tsp ginger, julienne', '1 tsp black peppercorns (coarsely crushed)', '2 cups coconut milk', '2 cups water', 'Few curry leaves', 'to taste salt']",https://food.ndtv.com/recipe-kerala-vegetable-stew-227434
Kerala-Style Mutton Curry Recipe,30 mins,05 mins,25 mins,2.0,Easy,"['For the mutton:', '350 gram mutton', '1 tsp ginger, chopped', '1 tsp garlic, chopped', '1/2 tsp haldi', '1  green chill, chopped', '1/4 cup shallots', '8-10 curry leaves', 'Water, as required', 'Salt, to taste', 'For the curry:', '2-3 tbsp coconut oil', '1 tsp red chilli powder', '¾  cup sliced onions', '1 tsp grated ginger', '3-4  garlic cloves, chopped', '8-10 curry leaves', '¼  cup tomatoes', '1 tbsp fresh coconut, sliced']",https://food.ndtv.com/recipe-kerala-style-mutton-curry-958405
Kerala-Style Naranga Achaar Recipe,40 mins,30 mins,10 mins,4.0,Easy,"['5  Lemons', '1 tsp  Haldi', '2 tsp  Sesame oil, for pan-frying', 'to taste Salt', '1 tsp  Mustard seeds', '1 tsp  Saunf (fenugreek) seeds', '1 inch  Ginger, chopped', '3  Garlic cloves, chopped', '2  Green chillies, chopped', '7-8  Curry leaves', '1 tsp  Red chilli powder', '1/2 tsp  Hing', '1 tsp  White vinegar (optional)', '2 tbsp  Sesame oil, for tempering']",https://food.ndtv.com/recipe-kerala-style-naranga-achaar-957801
Kerala-Style Parippu (Masoor Dal) Curry Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['1/2 cup  Masoor dal', '1/2 tsp  Turmeric powder', 'to taste Salt', 'Water, to boil the dal', 'For coconut curry paste:', '1/2 cup  Freshly grated coconut', '2-3  Green chillies', '1/2 tsp  Jeera', '1 tbsp  Chopped onion', 'Water, to blend', 'For tadka:', '1 tbsp  Coconut oil', '1 tsp  Mustard seeds', '8-10  Curry leaves', '2  Red chillies', '2 tbsp  Onion, sliced']",https://food.ndtv.com/recipe-kerala-style-parippu-masoor-dal-curry-957795
Kesar Pista Phirni Recipe,2 hrs 45 mins,2 hrs,45 mins,4.0,Easy,"['A few saffron threads', '10-12  pistachios (peeled and sliced), blanched', '1 litre skimmed milk', '3 tbsp coarsely ground rice', '3/4 tbsp green cardamom powder', '3 tbsp low-calorie sweetener']",https://food.ndtv.com/recipe-kesar-pista-phirni-954373
Kesar Pista Phirni Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Easy,"['1 1/4 Litre Milk, full cream', 'Rice, soaked', '1 Gram Saffron (broiled)', '30 Gram PIstachios', '1/2 Cup Sugar', '1/2 tsp Green cardamom powder', '1/2 Tbsp Rose water', 'For garnishing:', '15 Gram Pistachio (slivered)', '1/2 Gram Saffron (broiled)', '2 tsp Rose petals (dried)']",https://food.ndtv.com/recipe-kesar-pista-phirni-951886
Kesari Gujiya Recipe,50 mins,15 mins,35 mins,4.0,Easy,"['For the dough:', '2 cups maida', '1/4 cup semolina', '5 tbsp ghee', '1/4 cup milk', '1 tsp saffron', 'For the stuffing:', '2 tbsp ghee', '1 1/4 cups sugar', '1/2 cup mawa, grated', '1/2 cup dessicated coconut', '1/4 cup pistachio, chopped', '1/4 cup almond, chopped', '1 tsp cardamom powder']",https://food.ndtv.com/recipe-kesari-gujiya-953493
Kesari Jalebi Recipe,1 hr 15 mins,05 mins,1 hr 10 mins,20.0,Medium,"['1/2 Cup maida (refined flour)', '1/4 cup dahi (yogurt, preferably sour)', 'Oil/ghee (for frying)', ""A square piece of cloth with a hole in it, or a strong plastic bag for piping out the 'jalebis'"", '1 cup sugar', '1 cup water', '1/2 tsp kesar']",https://food.ndtv.com/recipe-kesari-jalebi-438838
Kesari Modak Recipe,50 mins,10 mins,40 mins,2.0,Medium,"['200 Gram Rice flour', '150 ml Water', 'A pinch of Salt', '30 gram Ghee', '150 gram Coconut, grated', '150 gram Jaggery', '2 gram Cardamom powder', '20 gram Cashewnut, roasted', '15 gram Raisins', '1 gram Saffron']",https://food.ndtv.com/recipe-kesari-modak-952583
Kesari Sabudana Khichdi Recipe,55 mins,15 mins,40 mins,2.0,Easy,"['440 gms sabudana (before soaking)', '450 ml water', '2 tbsp oil', '1 tsp cumin seeds', '3-4  Curry leaves', '1/2 tbsp ginger, grated', '2  green chillies, finely chopped', '2 medium potatoes (cubed), peeled', '1/2 tsp saffron', '1/2 cup peanuts (crushed), roasted', 'As per taste  sendha namak (rock salt)', '2 tsp sugar', '1 tbsp lemon juice', 'for garnishing coriander leaves', 'for garnishing lemon wedges']",https://food.ndtv.com/recipe-kesari-sabudana-khichdi-952716
Kesari Shrikhand Recipe,35 mins,10 mins,25 mins,2.0,Medium,"['15-20  saffron strands', '50 ml cold milk', '500 gms yogurt', '100 gms powdered sugar', '1 tsp cardamom powder', 'for garnishing dry fruit slivers']",https://food.ndtv.com/recipe-kesari-shrikhand-953540
Kesaria Mishri Mava Recipe,35 mins,05 mins,30 mins,4.0,Easy,"['1 liter milk', '1/2 cup sugar', '1/4 cup mishri (crystal sugar)', '1 tsp cardamom powder', '1 tsp pistachio for garnishing', 'Few strands of saffron', '1 tsp ghee']",https://food.ndtv.com/recipe-kesaria-mishri-mava-659488
Khaas Malpoi (Sugar Free) Recipe,35 mins,15 mins,20 mins,2.0,Medium,"['100 gms carrot', '20 ml ghee', '1 litre milk', '30 ml milk maid', '10 gms pista flakes', '5 gms aniseed', '20 gms mawa', '10 gms cardamom powder', '20 gms refined flour', '10 gms almond', '20 ml saffron rabdi (sugar-free)']",https://food.ndtv.com/recipe-khaas-malpoi-sugar-free-952080
Khaman Dhokla Recipe,35 mins,10 mins,25 mins,4.0,Easy,"['1 Cup Besan (Gam flour)', '1/2 cup Yogurt (adjust as needed)', '1 tbsp Lemon juice', '1 tsp Ginger paste', '300 ml Fresh spinach juice', '1 gram Saffron', '1-2  Finely chopped green chilies (optional)', '1 tsp Baking Soda', '1 tsp Eno', 'to taste Salt', 'For Tempering:', '1 tbsp Oil', '1 tsp Mustard seeds', '1 tsp Sesame seeds', '1-2  Slit green chilies', 'Curry leaves (optional)', 'Fresh chopped coriander leaves (for garnish)', 'Grated coconut (for garnish, optional)']",https://food.ndtv.com/recipe-khaman-dhokla-958603
Khamiri Roti Recipe,1 hr 10 mins,10 mins,1 hr,6.0,Intermediate,"['2 Cups Whole Wheat Flour', '1/2 cup Yogurt (beaten)', '1/4 cup Water', 'For the Filling:', '1/2 cup Cottage cheese, grated', '1 tsp Cumin, roasted', '1 tsp Ginger, chopped', '1 tsp Green Chillies, chopped', 'to taste Salt']",https://food.ndtv.com/recipe-khamiri-roti-98866
Khas Khas And Gud Ki Panjiri Recipe,40 mins,15 mins,25 mins,2.0,Recipe Servings,"['1 Cup White Sesame seeds', '1 cup Khas Khas seeds', '1 cup Melon Seeds', '1 cup Cashew Nuts', '1 cup Almonds', '1 cup Raisins', '200 gram Ghee', '1 tbsp Green Cardamom Powder', '1 cup Crushed Jaggery', '2 cups Wheat Flour']",https://food.ndtv.com/recipe-khas-khas-and-gud-ki-panjiri-956333
Khas Khas Ka Halwa Recipe,40 mins,15 mins,25 mins,1.0,Medium,"['For Khas Khas Halwa', '100 gram Poppy Seeds', '100 gram Sugar', '250 gram Milk', '70 gram Desi Ghee', '4  Green Cardamom', 'To Caramalize Almonds:', '100 gram Almonds', '35 ml Water', '40 gram Sugar', 'To Caramalize Pistachios:', '100 gram Pistachios', '35 ml Water', '40 gram Sugar']",https://food.ndtv.com/recipe-khas-khas-ka-halwa-951254
Khasta Roti Recipe,25 mins,,25 mins,8.0,Easy,"['2 Cups Atta (whole-wheat flour)', '2 tsp Ghee', '1/2 tsp Baking Powder', '1 cup Milk', '1/2 tsp Jeera (cumin seeds)', 'to taste Salt', 'Ghee']",https://food.ndtv.com/recipe-khasta-roti-98704
Khatte Lehsuni Aloo Recipe,20 mins,10 mins,10 mins,2.0,Easy,"['4 Pieces Cubed Potatoes', '7-8 cloves  Garlic', 'to taste Salt', 'to taste Red Chilli powder', '1/2 tsp Turmeric powder', '1/2 tsp Mango powder', '1/2   Lemon Juice', '1  Green Chillies']",https://food.ndtv.com/recipe-khatte-lehsuni-aloo-955067
Kheere Ka Raita Recipe,15 mins,05 mins,10 mins,2.0,Easy,"['1/2  onion, chopped', '1/2  cucumber, chopped', 'To flavor  salt', '1 bowl curd', '1/2 tsp red chilli powder', '1  lemon', 'Handful of coriander leaves chopped']",https://food.ndtv.com/recipe-kheere-ka-raita-467596
Khichdo Recipe,35 mins,10 mins,25 mins,4.0,Easy,"['2 cups thuli (cracked wheat)', '2 cups sugar', '1 liter milk', '4 raisins (kishmish)', '4 cashew nuts', '4 walnuts', '4 almonds', '1 tbsp ghee']",https://food.ndtv.com/recipe-khichdo-100533
Khilli hui Khichdi Recipe,50 mins,10 mins,40 mins,2.0,Easy,"['1 cup basmati rice', '1/4 cup arhar dal', '1/4 cup channa  dal', '1/4 cup moong dal', '2 Tbsp clarified butter', '1 tsp cumin seeds', '2 bay leaves', '1 Tbsp ginger-finely chopped', '1 Tbsp salt', '1/2 tsp garam masala', '1/2 tsp chilli powder', '2-3 green chillies-chopped']",https://food.ndtv.com/recipe-khilli-hui-khichdi-98973
Khoya Khurchan Paratha Recipe,1 hr 25 mins,1 hr 15 mins,10 mins,2.0,Easy,"['200 gms khoya', '1/4 gram saffron strands', '5 ml kewda water', '50 gms granulated sugar', '10 gms cardamom powder', '400 gms whole wheat flour', '3 tbsp ghee', 'A pinch of salt', 'Water (as required)']",https://food.ndtv.com/recipe-khoya-khurchan-paratha-954368
Khoya Stuffed Matar Ki Tikki Recipe,30 mins,10 mins,20 mins,4.0,Easy,"['For the tikki:', '1 1/2 tbsp desi ghee', '1 1/2 tsp zeera', 'A pinch of heeng (mixed with water)', '3 tsp green chillies, chopped', '2 tbsp ginger, finely chopped', '1 bowl peas (de-shelled)', '1/4 tsp turmeric powder', '1 tsp coriander powder', 'to taste salt', '2-3 tbsp besan', 'For the filling:', '60-70 gms khoya', '2 tsp green chillies, chopped', '3 tsp pista (heaped), chopped', '1 tsp coriander leaves', '2-3  dates, chopped', 'oil to pan grill / shallow fry the tikkis']",https://food.ndtv.com/recipe-khoya-stuffed-matar-ki-tikki-313212
Khubani ka Meetha Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['250 gm dried apricots', '150 gm sugar', '1 Tbsp lemon juice', '1/4 cup almonds -blanched and roasted']",https://food.ndtv.com/recipe-khubani-ka-meetha-219752
Khus Khus Ka Halwa Recipe,40 mins,10 mins,30 mins,2.0,Easy,"['1 Cup khuskhus', '1 tsp ghee', '1/2 cup makhane', '1/2 cup ghee', '1 cup sugar', '1/2 tsp cardamom powder', '1 cup milk', '7-8 nos almonds, chopped', '7-8 nos pistachios, chopped', '7-8 nos makhane']",https://food.ndtv.com/recipe-khus-khus-ka-halwa-951601
Khus Khus Roll Recipe,1 hr 10 mins,25 mins,45 mins,4.0,Medium,"['200 gms sugar', '50 gms pistachio paste', 'A few strands of saffron', '50 gms mango pulp', '10 gms khus khus', '150 gms cashew nut powder']",https://food.ndtv.com/recipe-khus-khus-roll-738307
Kilanji Recipe,45 mins,20 mins,25 mins,2.0,Easy,"['For the Rice Mix:', '200 grams rice', '2 eggs', '1/2 cup water', 'For the Preparation:', '2 tsp oil', 'For the Banana Accompaniment:', 'Banana slices to taste', '1 tsp sugar', '1 cup coconut milk']",https://food.ndtv.com/recipe-kilanji-219320
Kimami Sewaiyan Recipe,50 mins,10 mins,40 mins,2.0,Easy,"['1 Cup semiya', '1 cup khoya', '1 cup sugar', '1 cup milk', '1-1/2 cup water', 'ghee (as needed)', '1 tsp cardarmom powder', '1 cup phool makhana (lotus seeds), chopped', '1/4 cup almonds (slivered, for garnishing)', '1 tbsp whole cashews ((slivered, for garnishing)', '1 tbsp raisins (for garnish)', '2 tbsp dry coconut (kopra)']",https://food.ndtv.com/recipe-kimami-sewaiyan-953624
Kiwaamee Sevain Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['100 gms sevain (vermicelli), broken into 3-4 pieces', '1/4 cup (60 gm) ghee', '2/3 cup (150 gm) sugar', '1 cup (240 gm) water', '1/2 tsp kesar/zaffran (saffron)', '2 chhoti elaichi (green cardamom)', '1/2 tsp kewra (vetivier)', '2 vark (silver leaves), optional', '2 Tbsp blanched and shredded almonds']",https://food.ndtv.com/recipe-kiwaamee-sevain-100525
Kofta Kadhi Recipe,35 mins,15 mins,20 mins,2.0,Easy,"['For the kofta:', '2 cups lauki (bottle gourd), grated', '1 cup besan', '4  green chillies, finely chopped', '1-inch ginger, finely chopped', '6-8  garlic cloves, finely chopped', '1/2 cup coriander leaves, finely chopped', '1 tsp chilli powder', '1 tsp saunf (fennel) powder', '1 tsp coriander (dhania) powder', '1 tsp chaat masala', '2 tsp salt', 'Oil for deep-frying', 'For the kadhi:', '1 cup besan', '2 cups dahi (curd)', '1 tsp haldi (turmeric powder)', '1 tsp chilli powder', '1 tsp sugar', '2 tsp salt', '4 cups water', 'For the tadka:', '2  Kashmiri chillies, broken', '1/2 tsp mustard seeds', '1 tsp cumin seeds', '2 sprig  curry leaves', '4  garlic cloves, mashed', '2 tbsp oil']",https://food.ndtv.com/recipe-kofta-kadhi-958221
Kolhapuri Chicken Recipe,40 mins,15 mins,25 mins,8.0,Intermediate,"['For the Marination:', '1 kg Chicken', '2/3 cup Yogurt', '1 tsp Turmeric Powder', '2 tsp Red Chilli', '1 tsp Garlic Paste', 'to taste Salt', '1 tsp Lime Juice', 'For the Kohlapur Masala:', '2 tsp Corn or Peanut Oil', '1  Bay Leaf', '2  Cinnamon Sticks', '6  Cloves', '1/2 tsp Black Pepper (crushed)', '2 medium Onions, chopped', '2 tsp Coconut, grated', '1 large Tomato, chopped', '2 tsp Oil', '1 tsp Coriander Leaves']",https://food.ndtv.com/recipe-kolhapuri-chicken-98737
Koliwada Prawns Recipe,1 hr 10 mins,35 mins,35 mins,4.0,Easy,"['1/2 kg or 15 medium sized prawns', '600 gm skinned fish fillets', 'Vegetable oil', 'Rice flour', 'For the batter:', '1 tsp cayenne pepper powder (substitute with kashmiri chilli)', '2 Tbsp garam masala', '1/2 tsp carom seeds', 'Salt', '1 Tbsp fresh coriander leaves, chopped', '1 Tbsp ginger paste', '1 Tbsp garlic paste', '1/4 tsp red food coloring', '1 lime, juiced']",https://food.ndtv.com/recipe-koliwada-prawns-385474
Konju Varutharaccha Curry (Kerala Prawn Curry) Recipe,55 mins,10 mins,45 mins,4.0,Medium,"['For marination:', '6 medium Prawns', 'to taste Salt', '1/4 tsp Turmeric powder', 'For varutharaccha paste:', '1/2  Coconut, grated', '3 tbsp Coriander seeds', '6  Dry red chillies', '2 tsp Garlic, chopped', '10  Shallots', '1/2 cup Water', 'For the preparation:', '2 tbsp Coconut oil', '1/4 tsp Fenugreek seeds', '1 tsp Ginger, sliced', '5-6  Curry leaves', '1  Onion, sliced', '1/2 cup Water', '1 cup Tamarind pulp', '1 tsp Salt', 'For tempering:', '1 1/2 tbsp Coconut oil', '1/4 tbsp Mustard seeds', '6  Shallots', '1  Red chilli, chopped']",https://food.ndtv.com/recipe-konju-varutharaccha-curry-kerala-prawn-curry-554293
Konkani Fried Chicken Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['2 skinless, boneless chicken breast halves, cut into 1/2 inch strips', '1  egg, beaten', '1 cup buttermilk', '1 ½  tsp Malvani masala', '1 cup all-purpose flour', '1 cup seasoned bread crumbs', '1 tsp salt', '1 quart  oil for frying']",https://food.ndtv.com/recipe-konkani-fried-chicken-958592
Kotte Kadubu Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['4  Jack fruit leaves', '2 cups Unroasted rava', '1 cup Urad dal', 'As required  Water', 'to taste Salt']",https://food.ndtv.com/recipe-kotte-kadubu-955123
Kulcha Naan Recipe,25 mins,15 mins,10 mins,2.0,Easy,"['1/2 Cup All Purpose Flour', '1 tbsp Curd', '1 tbsp Chopped coriander leaves', 'A pinch of Baking Soda', '1  tsp Black Sesame seeds', '1/4 tsp Salt', '1/2 tsp Sugar', '1/4 tsp Baking Powder', '1/2 tsp Oil']",https://food.ndtv.com/recipe-kulcha-naan-955183
Kulcha Recipe,2 hrs 10 mins,10 mins,2 hrs,6.0,Intermediate,"['Oven temp: 400 F-204 C', '2 cups flour', '1 tsp dry yeast', '1/2 tsp sugar', '1/2 tsp salt', '1 tsp oil', '1/2 cup sour curd', 'To knead dough  water', 'Greased baking tray']",https://food.ndtv.com/recipe-kulcha-98865
Kumaoni Jholi Recipe,30 mins,10 mins,20 mins,3.0,Easy,"['1/2 Cup besan', '2 cups dahi', '1 cup vegetables of your choice, diced', 'Salt as per taste', '1/2 tsp Kashmiri red chilli powder', '1/2 tsp haldi', '1/2 tsp hing', '1 tsp jeera', '1 tsp dhania powder', '2 whole red chilli', '1 tbsp garlic , chopped', '1.5 tsp coriander leaves, chopped']",https://food.ndtv.com/recipe-kumaoni-jholi-958347
Kuska Biryani Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['1 cup  Rice', '2 cups  Vegetable or chicken stock', '1  Onion, sliced', '2  Tomatoes, chopped', '2 tbsp  Curd', '1 tbsp  Mint leaves', '1 tbsp  Coriander leaves', '1  Bay leaf', '3-4  Cloves', '2-3  Cardamoms', '1 inch  Cinnamon stick', '4-5  Black peppercorns', '1/2 tsp  Cumin seeds', '1-2  Green chillies', 'to taste Salt', 'to taste Red chilli powder', '1 tsp  Coriander powder', '2 tsp  Garam masala powder', 'A pinch of Turmeric powder']",https://food.ndtv.com/recipe-kuska-biryani-957581
Kuttu Ka Dosa Recipe,1 hr 15 mins,15 mins,1 hr,4.0,Intermediate,"['For Potato Filling:', '3  potatoes, boiled', 'Ghee (for frying)', 'to taste salt (use sendha namak if fasting)', '1/2 tsp red chilli powder', '1/2 tsp ginger, chopped', 'For the Dosa:', '5 tbsp buckwheat flour kuttu)', '2 tbsp arbi (colocasia), boiled', 'to taste salt', '1/2 tsp ajwain (carom seeds)', '1/2 tsp red chilli powder', '1 tsp ginger, chopped', '1 tsp green chillies, chopped', 'ghee (clarified butter)', '1/2 tsp green chillies, chopped', 'Ajwain']",https://food.ndtv.com/recipe-kuttu-ka-dosa-100490
Kuttu Ka Paratha Recipe,55 mins,10 mins,45 mins,8.0,Intermediate,"['1 Cup Kuttu ka atta', '1 cup Singhare ka atta', '1 tsp Ssendha namak', 'Water (to knead dough)', 'Ghee (to deep fry)', 'Dry flour (for dusting)', '1/2 cup  Mashed potatoes']",https://food.ndtv.com/recipe-kuttu-ka-paratha-98863
Kuttu Ki Poori Recipe,20 mins,05 mins,15 mins,2.0,Easy,"['2 Cups kuttu atta', '1  Potato', '1/2 tsp sendha namak', '1 cup water']",https://food.ndtv.com/recipe-kuttu-ki-poori-951748
Kuttu Ki Puri Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['200 Gram Buckwheat Flour', '2  Potatoes (boiled), mashed', '2 tsp Rock Salt', 'For frying  Desi Ghee']",https://food.ndtv.com/recipe-kuttu-ki-puri-951300
Kuttu aur Singhaare ke Aate ki Poori Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['1 Cup Kuttu flour', '1 cup Singhara flour', '1 medium Potato (boiled)', 'to taste Sendha namak', 'For frying  Oil']",https://food.ndtv.com/recipe-kuttu-aur-singhaare-ke-aate-ki-poori-952169
Kuttu ki Puri Recipe,40 mins,10 mins,30 mins,10.0,Easy,"['240 gms kuttu ka atta', '125 gms potatoes (peeled and mashed smooth), boiled', '1 tsp sendha namak (rock salt)', 'Water (to knead)', 'Ghee (to deep fry)', 'Dry flour (for dusting)']",https://food.ndtv.com/recipe-kuttu-ki-puri-281512
Laal Maas Recipe,2 hrs 20 mins,1 hr 20 mins,1 hr,2.0,Easy,"['600 gms Mutton (cut into 1 inch pieces)', '3  Black cardamoms (crushed)', '4-5  Green cardamoms', '2 tsp cumin powder', '3-4  Cloves', '150 ml oil', '5  Mathania whole red chilly', '200 gms onions, sliced', '2 tbsp ginger-garlic paste', '1 tsp turmeric paste', '2 tsp Mathania (red chilli) paste', 'to taste salt', '200 gms yogurt', 'for garnishing coriander sprig', 'for garnishing lemon wedges', '1 inch stick  cinnamon', '1  Bay leaf']",https://food.ndtv.com/recipe-laal-maas-954388
Labra (Mixed Veg) Recipe,45 mins,15 mins,30 mins,2.0,Medium,"['2  Potatoes (cut, lengthwise)', '2  Brinjals, chopped', '2  Radish, chopped', '2 cups Cabbage, chopped', '1  Cauliflower (cut into pieces)', '1  Pumpkin (cut into pieces)', 'A pinch of Asafoetida', 'Panch Phoran', 'Ginger, grated', '3-4  Green chilies (slit)', 'Mustard oil', '1/2 tsp Turmeric powder']",https://food.ndtv.com/recipe-labra-mixed-veg-952743
Lachcha Paratha Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4.0,Expert,"['2 Cups whole wheat flour', 'To knead  water', '1/2 cup ghee', 'For dusting  dry flour']",https://food.ndtv.com/recipe-lachcha-paratha-98859
Lagan Nu Custard Recipe,1 hr 10 mins,10 mins,1 hr,2.0,Easy,"['Oven temp: 350 F-180 C', '5 cups Milk, full cream', '1/4 cup Sugar', '6  Green cardamoms', '1/8 tsp Nutmeg (powdered together with the cardamoms)', '1/2 tsp Vanilla essence', '1/4 cup Almonds (slivered), blanched', '1/4 cup Chironji/charoli nuts', '4  Eggs (slightly beaten)', '1/2 cup Cream', 'A generously buttered oven proof serving dish', 'A few blobs of butter to top the custard', 'To decorate  Nuts']",https://food.ndtv.com/recipe-lagan-nu-custard-219691
